city,locality,pincode,property_type,area,carpet_area,bhk,bedrooms,bathrooms,balconies,floor,total_floors,property_age,parking,furnished,property_condition,latitude,longitude,amenities_count,has_parking,has_lift,has_security,has_gym,has_swimming_pool,has_garden,has_clubhouse,has_power_backup,has_cctv,has_internet,has_water_supply,has_ac,price
Nagpur,Ramdaspeth,440035,Apartment,1485,1186,3,3,4,1,7,18,12,1,Semi-Furnished,Average,21.131878,79.080462,7,1,1,1,0,0,0,0,1,1,0,1,1,13750000
Hyderabad,Manikonda,500040,Villa,1445,1227,3,3,4,0,0,1,0,2,Unfurnished,New,17.406186,78.385725,7,1,1,0,0,0,0,1,1,1,1,0,1,15830000
Hyderabad,Manikonda,500036,Apartment,1609,1288,3,3,3,0,4,14,5,1,Fully Furnished,Good,17.397351,78.389973,6,1,0,1,1,0,0,0,1,1,0,1,0,13500000
Mumbai,Thane West,400043,Independent House,1520,1193,3,3,2,3,0,1,0,1,Semi-Furnished,Average,19.220969,72.9864,6,1,1,1,0,1,0,0,1,0,0,0,1,24690000
Bengaluru,HSR Layout,560014,Apartment,1331,1093,3,3,3,1,13,28,8,1,Fully Furnished,New,12.90427,77.641046,8,1,1,0,0,1,1,0,1,1,0,1,1,18890000
Mumbai,Andheri East,400009,Plot,1105,1105,0,0,0,0,0,0,1,0,Unfurnished,Average,19.119656,72.862323,2,0,0,1,0,0,0,0,0,0,0,1,0,17640000
Pune,Hadapsar,411034,Apartment,1181,960,2,2,2,0,1,18,5,1,Unfurnished,Good,18.512207,73.940914,6,1,0,1,0,0,0,0,0,1,1,1,1,8700000
Mumbai,Kandivali East,400009,Apartment,450,367,1,1,1,2,11,22,1,2,Semi-Furnished,Average,19.19197,72.880668,3,0,0,1,0,0,0,0,1,0,0,1,0,7680000
Pune,Kalyani Nagar,411046,Independent House,574,473,1,1,1,0,0,3,0,2,Unfurnished,New,18.54854,73.894296,5,0,1,0,0,1,1,0,0,0,1,1,0,10600000
Delhi NCR,Dwarka (Delhi),110004,Apartment,2148,1683,4,4,4,1,22,35,0,1,Semi-Furnished,New,28.592975,77.051806,8,0,0,1,1,1,1,1,1,1,0,1,0,33270000
Hyderabad,HITEC City,500002,Apartment,988,846,2,2,2,2,3,7,2,1,Semi-Furnished,New,17.437176,78.380972,7,1,1,1,0,0,0,1,1,0,0,1,1,13400000
Bengaluru,Yelahanka,560043,Apartment,720,576,1,1,2,0,3,7,5,1,Unfurnished,Average,13.113445,77.59221,6,0,1,1,0,1,1,0,1,1,0,0,0,4590000
Bengaluru,Electronic City,560043,Apartment,928,756,2,2,2,0,22,35,5,1,Semi-Furnished,New,12.840346,77.685754,6,1,1,1,0,0,1,0,0,0,1,1,0,6530000
Pune,Kharadi,411039,Apartment,1785,1530,3,3,4,3,23,35,2,0,Semi-Furnished,New,18.550336,73.931685,5,1,1,0,1,0,0,0,0,1,0,1,0,18660000
Mumbai,Bandra West,400044,Apartment,982,787,3,3,4,2,13,22,8,1,Semi-Furnished,Good,19.066185,72.830087,7,1,1,1,0,0,0,0,1,1,1,1,0,41780000
Delhi NCR,Sohna Road (Gurugram),110039,Independent House,728,623,2,2,2,1,0,1,1,1,Unfurnished,New,28.392314,77.055352,5,1,0,1,0,0,1,0,1,0,0,1,0,7860000
Bengaluru,Whitefield,560044,Apartment,692,607,2,2,1,0,13,18,1,1,Fully Furnished,New,12.967834,77.747818,6,0,0,1,0,0,1,0,1,1,1,1,0,6950000
Mumbai,Powai,400044,Independent House,940,788,2,2,3,3,0,1,3,1,Unfurnished,Good,19.115753,72.91157,5,1,1,0,0,1,1,0,1,0,0,0,0,25380000
Delhi NCR,Cyber City (Gurugram),110028,Apartment,1683,1452,3,3,4,3,4,10,3,2,Fully Furnished,Good,28.492849,77.080648,9,1,1,1,1,1,0,1,1,1,1,0,0,35710000
Delhi NCR,Indirapuram (Ghaziabad),110046,Apartment,960,795,2,2,1,0,1,7,0,1,Fully Furnished,Good,28.640111,77.374807,7,0,1,1,0,1,0,1,0,1,1,1,0,8050000
Bengaluru,Sarjapur Road,560019,Apartment,925,759,2,2,2,1,18,18,0,1,Semi-Furnished,New,12.905711,77.680625,9,1,1,1,0,0,1,1,1,1,0,1,1,9910000
Kolkata,Alipore,700045,Independent House,857,716,2,2,3,2,0,2,2,3,Semi-Furnished,Good,22.525297,88.330851,5,1,1,0,1,1,0,0,1,0,0,0,0,18110000
Hyderabad,Jubilee Hills,500035,Apartment,1779,1403,3,3,2,2,28,35,1,1,Semi-Furnished,Good,17.410692,78.416032,7,0,1,1,1,0,1,0,1,1,1,0,0,38120000
Mumbai,Bandra West,400024,Independent House,595,504,2,2,2,0,0,1,2,1,Fully Furnished,New,19.056858,72.826528,4,1,1,0,0,1,1,0,0,0,0,0,0,33680000
Kolkata,Ballygunge,700045,Apartment,1805,1439,4,4,5,3,3,4,3,1,Semi-Furnished,Good,22.519115,88.379018,10,1,1,1,1,0,1,1,1,1,1,1,0,27170000
Bengaluru,JP Nagar,560038,Villa,1167,984,2,2,2,1,0,2,25,1,Unfurnished,Good,12.912073,77.576668,5,0,0,1,0,1,1,0,0,1,0,0,1,10920000
Mumbai,Borivali West,400019,Apartment,1033,826,2,2,2,2,4,14,1,1,Unfurnished,New,19.220923,72.862404,6,0,1,1,0,0,0,1,1,1,1,0,0,19500000
Bengaluru,Yelahanka,560019,Apartment,885,773,2,2,2,1,16,28,0,1,Fully Furnished,Good,13.106388,77.599854,8,1,1,1,0,1,0,0,1,1,0,1,1,8090000
Bengaluru,JP Nagar,560028,Apartment,1148,981,2,2,3,2,23,28,2,1,Semi-Furnished,New,12.897651,77.590627,6,0,1,1,0,0,0,0,1,1,0,1,1,14070000
Bengaluru,Yelahanka,560040,Apartment,897,776,2,2,3,2,18,18,0,0,Unfurnished,New,13.103309,77.586291,8,1,1,1,0,1,1,0,0,1,1,1,0,7970000
Mumbai,Goregaon West,400043,Apartment,1353,1124,3,3,3,2,22,22,8,1,Unfurnished,Good,19.160418,72.849092,6,1,0,0,0,0,1,0,1,0,1,1,1,25820000
Mumbai,Juhu,400041,Apartment,709,564,2,2,3,2,27,35,8,0,Unfurnished,Good,19.095047,72.831148,7,1,1,1,0,1,0,0,1,1,0,0,1,26800000
Mumbai,Thane West,400029,Apartment,1250,1040,2,2,2,3,3,10,0,0,Semi-Furnished,Good,19.201645,72.991672,6,0,1,0,0,0,1,0,1,1,1,1,0,19230000
Bengaluru,Yelahanka,560025,Apartment,933,761,2,2,2,1,20,35,1,1,Unfurnished,Good,13.096341,77.599493,8,0,1,1,1,0,0,0,1,1,1,1,1,7590000
Mumbai,Kandivali East,400033,Apartment,1138,896,2,2,3,3,5,14,3,1,Semi-Furnished,Good,19.207114,72.869902,10,1,1,1,0,1,1,1,1,1,1,1,0,20000000
Mumbai,Bandra West,400006,Apartment,2078,1676,4,4,3,2,3,7,5,1,Unfurnished,Good,19.062062,72.815819,7,1,1,1,0,0,1,0,1,1,0,1,0,82890000
Bengaluru,Whitefield,560009,Apartment,1587,1351,3,3,4,1,7,7,2,3,Unfurnished,Average,12.971167,77.748528,7,1,1,1,0,1,1,0,0,1,0,1,0,13750000
Mumbai,Juhu,400042,Apartment,2231,1837,4,4,4,1,11,14,0,2,Semi-Furnished,New,19.103182,72.820074,6,1,0,1,0,0,1,0,1,1,0,1,0,105680000
Nagpur,Besha,440022,Apartment,1153,935,3,3,2,2,15,35,3,1,Semi-Furnished,Average,21.077266,79.077379,9,1,1,1,0,1,1,0,1,1,1,1,0,6210000
Hyderabad,Kondapur,500033,Villa,1519,1208,3,3,3,1,0,3,1,1,Semi-Furnished,New,17.471948,78.365662,7,1,1,1,1,0,0,1,1,0,0,1,0,21710000
Hyderabad,Jubilee Hills,500015,Apartment,1123,949,2,2,2,1,5,7,0,2,Unfurnished,New,17.417173,78.397063,9,1,1,1,0,0,1,0,1,1,1,1,1,21330000
Hyderabad,HITEC City,500037,Apartment,1406,1148,3,3,3,0,27,28,5,2,Semi-Furnished,New,17.447641,78.371394,9,1,1,0,0,1,0,1,1,1,1,1,1,19030000
Pune,Baner,411015,Independent House,1209,963,3,3,4,3,0,1,0,1,Semi-Furnished,New,18.554108,73.775547,2,0,0,1,0,0,1,0,0,0,0,0,0,15230000
Pune,Kalyani Nagar,411008,Villa,718,560,2,2,3,3,0,2,0,1,Unfurnished,New,18.538493,73.911729,2,0,1,0,1,0,0,0,0,0,0,0,0,12430000
Nagpur,Besha,440023,Apartment,1400,1104,2,2,2,2,10,18,2,2,Semi-Furnished,Good,21.077947,79.092479,6,0,1,1,0,0,0,0,1,1,0,1,1,7240000
Pune,Hadapsar,411032,Apartment,1576,1237,3,3,3,0,4,4,3,1,Semi-Furnished,Good,18.504295,73.926876,7,1,1,1,0,0,0,0,1,1,0,1,1,14660000
Bengaluru,Indiranagar,560014,Apartment,933,792,2,2,3,0,25,28,5,1,Unfurnished,Good,12.987594,77.635175,9,1,1,0,0,1,1,0,1,1,1,1,1,15270000
Pune,Magarpatta,411023,Apartment,1846,1521,3,3,3,2,10,35,12,1,Semi-Furnished,Good,18.510784,73.9417,9,1,1,1,1,0,1,0,1,1,0,1,1,18690000
Mumbai,Kandivali East,400008,Apartment,1258,1068,3,3,3,0,10,35,5,1,Fully Furnished,Good,19.211259,72.87648,8,1,1,1,0,1,1,0,1,1,0,0,1,24220000
Nagpur,Khamla,440005,Apartment,681,537,2,2,1,2,35,35,0,2,Semi-Furnished,Good,21.109183,79.05602,6,1,0,1,0,0,1,0,1,1,0,0,1,5400000
Bengaluru,Sarjapur Road,560039,Villa,1556,1248,3,3,2,0,0,2,1,1,Unfurnished,Good,12.911722,77.674317,4,1,0,0,0,0,0,0,1,0,1,1,0,17670000
Bengaluru,HSR Layout,560019,Villa,1054,891,2,2,2,3,0,1,3,1,Unfurnished,Good,12.916578,77.653246,6,1,1,0,1,1,1,0,0,1,0,0,0,16860000
Mumbai,Borivali West,400028,Apartment,1028,825,2,2,2,0,10,14,5,1,Semi-Furnished,Good,19.230139,72.843412,9,1,1,1,0,0,1,1,1,1,0,1,1,20200000
Mumbai,Borivali West,400004,Independent House,601,510,1,1,2,0,0,2,8,2,Semi-Furnished,Average,19.232873,72.846486,5,1,0,0,0,0,0,0,1,0,1,1,1,10880000
Delhi NCR,Sector 62 (Noida),110039,Apartment,1130,967,2,2,1,0,17,28,18,1,Semi-Furnished,Needs Renovation,28.626684,77.367452,8,0,1,1,1,0,0,0,1,1,1,1,1,7060000
Chennai,OMR (Thoraipakkam),600004,Apartment,955,829,2,2,1,2,13,35,0,1,Semi-Furnished,Good,12.950506,80.232872,6,1,1,1,0,0,1,0,1,0,0,1,0,8220000
Hyderabad,Madhapur,500015,Apartment,1283,1099,3,3,3,2,3,10,0,1,Semi-Furnished,Average,17.444824,78.389027,8,1,1,0,0,1,0,1,1,1,0,1,1,13770000
Bengaluru,Hebbal,560038,Apartment,868,748,2,2,1,2,18,18,1,1,Unfurnished,New,13.045846,77.589843,8,1,1,1,0,0,1,1,0,1,1,1,0,10060000
Delhi NCR,Sohna Road (Gurugram),110021,Plot,3869,3869,0,0,0,0,0,0,4,0,Unfurnished,Average,28.391482,77.053576,0,0,0,0,0,0,0,0,0,0,0,0,0,25620000
Pune,Hadapsar,411022,Independent House,1660,1317,3,3,2,2,0,2,5,1,Semi-Furnished,Good,18.497016,73.928036,4,1,0,1,0,0,0,0,1,0,0,1,0,15990000
Mumbai,Goregaon West,400042,Plot,2249,2249,0,0,0,0,0,0,1,0,Unfurnished,Average,19.165258,72.849224,1,0,0,0,0,0,0,0,0,0,0,1,0,34250000
Bengaluru,Whitefield,560002,Villa,1190,942,2,2,2,2,0,1,2,2,Semi-Furnished,New,12.988191,77.747097,7,1,0,1,0,0,1,0,1,1,1,1,0,15830000
Nagpur,Besha,440037,Apartment,1766,1524,3,3,2,2,6,14,12,1,Semi-Furnished,Good,21.086637,79.086817,6,1,1,1,0,0,1,0,0,1,0,1,0,7910000
Bengaluru,HSR Layout,560021,Apartment,901,778,2,2,2,1,5,10,1,1,Semi-Furnished,New,12.901344,77.637251,6,1,1,1,0,0,0,0,1,1,0,1,0,11580000
Mumbai,Juhu,400035,Apartment,818,679,2,2,1,2,4,7,8,2,Unfurnished,Good,19.107223,72.828174,7,1,0,1,0,0,1,0,1,0,1,1,1,32680000
Nagpur,Wardha Road,440037,Villa,1148,997,3,3,2,2,0,2,0,2,Semi-Furnished,New,21.087875,79.068288,7,0,0,1,1,1,0,0,1,1,1,1,0,9840000
Bengaluru,HSR Layout,560023,Apartment,1570,1251,3,3,3,2,8,18,1,2,Semi-Furnished,New,12.903118,77.647659,8,1,0,1,1,1,1,0,0,1,0,1,1,22050000
Delhi NCR,Rohini (Delhi),110031,Apartment,2286,1968,4,4,5,0,2,10,12,1,Semi-Furnished,Average,28.712313,77.129642,7,1,1,1,1,0,0,0,1,1,0,1,0,18630000
Bengaluru,Koramangala,560039,Apartment,859,721,2,2,3,2,12,18,0,0,Fully Furnished,Good,12.930215,77.620056,7,1,1,1,0,0,1,0,1,0,1,1,0,14680000
Pune,Hadapsar,411010,Apartment,1153,1006,2,2,2,2,6,7,3,1,Semi-Furnished,Good,18.520264,73.921334,9,1,1,1,0,1,1,0,0,1,1,1,1,9710000
Delhi NCR,Golf Course Road (Gurugram),110020,Independent House,1518,1243,3,3,4,0,0,2,3,1,Semi-Furnished,Good,28.455082,77.099463,5,1,0,1,0,0,0,0,1,1,0,0,1,34710000
Nagpur,Pratap Nagar,440009,Plot,803,803,0,0,0,0,0,0,5,0,Unfurnished,Average,21.108874,79.06138,2,0,0,1,0,0,0,0,0,0,0,1,0,4530000
Delhi NCR,Golf Course Road (Gurugram),110010,Apartment,1245,1018,3,3,4,2,13,28,3,1,Semi-Furnished,Good,28.456398,77.096687,8,1,0,1,1,0,0,1,1,1,0,1,1,26430000
Nagpur,Khamla,440039,Villa,2348,1938,4,4,5,0,0,1,2,2,Semi-Furnished,New,21.131082,79.056584,7,1,1,0,0,0,1,0,1,1,1,0,1,22310000
Bengaluru,Koramangala,560020,Apartment,1052,914,3,3,3,3,5,7,0,1,Semi-Furnished,Average,12.929353,77.624235,11,1,1,1,1,1,1,0,1,1,1,1,1,17680000
Mumbai,Bandra West,400013,Independent House,1269,997,3,3,3,0,0,2,2,1,Unfurnished,Average,19.06139,72.829369,7,0,0,1,1,0,0,1,1,1,0,1,1,64050000
Chennai,OMR (Thoraipakkam),600018,Apartment,1382,1102,2,2,2,2,8,14,3,0,Fully Furnished,Needs Renovation,12.938753,80.233084,8,1,1,1,0,0,1,0,1,1,0,1,1,10500000
Hyderabad,HITEC City,500043,Apartment,1066,856,2,2,3,2,35,35,5,1,Semi-Furnished,Good,17.458274,78.381871,7,1,1,1,0,0,0,0,1,1,1,1,0,12960000
Delhi NCR,Greater Noida West,110014,Apartment,1548,1327,3,3,3,0,15,28,5,1,Semi-Furnished,Good,28.59887,77.441564,10,1,1,1,1,0,0,1,1,1,1,1,1,10420000
Nagpur,Trimurti Nagar,440044,Apartment,2503,2192,4,4,4,0,6,7,0,1,Semi-Furnished,Good,21.127354,79.050057,9,1,1,1,1,1,1,0,1,1,0,1,0,18670000
Hyderabad,Madhapur,500006,Apartment,1357,1103,3,3,3,1,13,28,0,2,Semi-Furnished,New,17.449474,78.401152,9,1,0,1,1,1,1,0,1,1,0,1,1,16680000
Nagpur,Wardha Road,440032,Independent House,618,521,1,1,2,2,0,3,12,1,Semi-Furnished,Average,21.076853,79.07023,2,0,0,0,0,0,1,0,0,0,0,1,0,3530000
Mumbai,Kandivali East,400007,Villa,982,828,2,2,2,3,0,1,18,0,Semi-Furnished,Needs Renovation,19.206571,72.857821,5,1,0,0,0,1,1,0,1,0,0,0,1,15120000
Delhi NCR,Vasant Kunj (Delhi),110045,Independent House,1060,932,2,2,2,1,0,3,1,1,Semi-Furnished,New,28.537306,77.153538,5,1,0,0,0,1,1,0,1,0,1,0,0,27810000
Delhi NCR,Rohini (Delhi),110016,Apartment,1462,1235,3,3,2,1,8,10,2,2,Unfurnished,Good,28.72262,77.109238,10,1,1,1,1,0,1,1,1,1,1,1,0,15290000
Nagpur,Civil Lines,440041,Apartment,1553,1300,3,3,4,2,6,7,0,2,Semi-Furnished,Good,21.156493,79.065429,8,1,1,1,1,1,0,0,1,0,1,1,0,15970000
Pune,Hinjewadi,411021,Apartment,1133,963,2,2,1,1,2,10,3,1,Semi-Furnished,Average,18.583088,73.739964,10,1,1,1,1,0,1,1,1,1,0,1,1,8450000
Pune,Kothrud,411031,Apartment,1154,958,2,2,1,0,18,22,2,1,Unfurnished,New,18.495215,73.803229,8,1,1,1,0,0,1,0,1,1,1,1,0,15470000
Nagpur,Manish Nagar,440029,Villa,1217,963,2,2,1,3,0,3,12,1,Semi-Furnished,Good,21.090574,79.078958,6,1,0,1,0,0,1,0,0,1,1,0,1,10000000
Mumbai,Goregaon West,400037,Apartment,702,572,2,2,2,3,11,14,1,1,Unfurnished,New,19.14701,72.84422,7,1,1,1,0,0,1,1,1,1,0,0,0,15230000
Delhi NCR,Cyber City (Gurugram),110032,Apartment,1142,922,3,3,3,0,30,35,5,1,Unfurnished,Good,28.500667,77.09145,7,1,0,1,1,0,1,0,1,1,0,1,0,19050000
Delhi NCR,Cyber City (Gurugram),110002,Apartment,731,596,2,2,1,3,3,14,1,3,Unfurnished,New,28.50198,77.094702,8,1,1,1,0,0,1,1,1,1,0,1,0,13170000
Delhi NCR,Cyber City (Gurugram),110037,Apartment,1865,1505,3,3,2,2,25,28,18,1,Semi-Furnished,Average,28.486439,77.077296,7,1,0,1,1,0,0,0,1,1,0,1,1,25490000
Hyderabad,Manikonda,500036,Independent House,942,745,2,2,2,2,0,3,2,2,Semi-Furnished,Average,17.406147,78.38747,8,1,0,1,0,1,0,1,1,1,1,0,1,8900000
Hyderabad,Manikonda,500024,Villa,735,638,2,2,2,1,0,1,2,0,Fully Furnished,New,17.41575,78.388743,5,0,1,1,0,0,0,0,1,1,0,0,1,9480000
Pune,Kothrud,411020,Apartment,615,515,1,1,1,0,14,22,5,2,Semi-Furnished,Good,18.511054,73.812258,9,1,1,1,0,0,1,0,1,1,1,1,1,8140000
Pune,Hinjewadi,411011,Apartment,1059,843,2,2,2,2,3,10,0,3,Semi-Furnished,New,18.601933,73.740472,7,1,1,1,0,0,1,0,0,1,1,1,0,9880000
Chennai,Porur,600022,Apartment,3148,2760,5,5,5,2,19,35,5,3,Semi-Furnished,Average,13.049721,80.151089,9,1,0,1,1,1,1,0,1,1,0,1,1,24410000
Nagpur,Civil Lines,440030,Apartment,943,786,2,2,2,2,1,4,2,1,Unfurnished,New,21.143554,79.070025,9,1,1,1,0,0,1,1,0,1,1,1,1,8930000
Delhi NCR,Cyber City (Gurugram),110028,Apartment,2417,2079,4,4,5,3,6,18,18,1,Fully Furnished,Good,28.489779,77.085931,8,1,1,1,1,0,0,1,0,1,1,1,0,33950000
Mumbai,Navi Mumbai - Vashi,400013,Independent House,1286,1110,3,3,3,2,0,1,1,1,Fully Furnished,New,19.057709,72.985929,6,1,0,0,1,0,1,0,1,0,1,0,1,27770000
Bengaluru,HSR Layout,560042,Apartment,1598,1323,3,3,4,1,19,22,2,1,Semi-Furnished,Average,12.915504,77.636864,10,0,1,1,1,1,0,1,1,1,1,1,1,20470000
Chennai,Porur,600028,Apartment,949,799,2,2,1,0,13,14,5,1,Unfurnished,Good,13.028933,80.168527,9,1,1,1,1,0,1,0,1,1,1,1,0,7000000
Pune,Hinjewadi,411011,Apartment,912,753,2,2,2,2,4,7,0,2,Fully Furnished,New,18.591515,73.740567,6,1,1,1,0,0,0,0,1,1,0,1,0,7930000
Hyderabad,Kondapur,500044,Apartment,907,709,2,2,1,3,1,7,2,1,Unfurnished,New,17.464444,78.349787,10,1,1,1,0,1,1,1,1,1,0,1,1,8580000
Pune,Baner,411032,Apartment,1853,1475,3,3,3,0,12,22,3,1,Unfurnished,Good,18.564127,73.782231,9,1,1,1,1,1,1,0,1,0,1,1,0,20540000
Pune,Magarpatta,411030,Apartment,1752,1440,3,3,2,2,13,22,3,1,Semi-Furnished,Good,18.523197,73.927677,10,1,1,1,1,1,0,1,1,1,1,1,0,19210000
Mumbai,Thane West,400027,Apartment,1575,1256,3,3,3,1,24,35,25,1,Unfurnished,Average,19.221448,72.985262,7,1,1,1,1,0,1,0,0,1,0,1,0,17190000
Mumbai,Thane West,400045,Independent House,1129,934,2,2,2,3,0,2,3,1,Semi-Furnished,Good,19.214018,72.988639,7,0,1,1,0,0,1,1,1,1,0,0,1,19850000
Pune,Viman Nagar,411021,Apartment,796,636,1,1,1,0,30,35,5,1,Semi-Furnished,Good,18.562386,73.928188,6,0,1,0,1,0,0,0,1,1,1,1,0,9850000
Delhi NCR,Sohna Road (Gurugram),110024,Apartment,838,710,2,2,3,3,5,7,5,1,Semi-Furnished,Good,28.391129,77.039437,5,0,1,1,0,0,0,0,0,1,1,1,0,7710000
Delhi NCR,Indirapuram (Ghaziabad),110019,Apartment,2297,1870,4,4,4,3,4,7,2,1,Semi-Furnished,New,28.63541,77.374805,9,1,1,0,1,1,1,1,1,1,0,1,0,20550000
Nagpur,Sadar,440005,Apartment,4195,3512,5,5,6,0,11,28,8,0,Semi-Furnished,Good,21.166491,79.082304,9,1,1,1,0,1,1,1,0,1,0,1,1,35790000
Mumbai,Goregaon West,400003,Apartment,1054,857,2,2,1,0,5,7,0,2,Semi-Furnished,New,19.156418,72.838641,8,0,1,1,0,0,0,1,1,1,1,1,1,23030000
Bengaluru,Yelahanka,560015,Villa,1500,1310,3,3,3,3,0,2,3,1,Semi-Furnished,Good,13.105878,77.592435,6,1,0,0,0,1,1,0,1,0,1,0,1,16450000
Delhi NCR,Sector 150 (Noida),110033,Independent House,1091,895,3,3,3,0,0,1,0,1,Unfurnished,Good,28.443285,77.479796,6,1,0,0,0,1,1,1,1,0,0,1,0,12720000
Delhi NCR,Golf Course Road (Gurugram),110022,Independent House,755,656,1,1,1,1,0,2,5,2,Semi-Furnished,Average,28.455829,77.103029,4,0,1,0,0,1,0,0,0,0,1,1,0,15520000
Pune,Magarpatta,411021,Independent House,1356,1077,3,3,3,3,0,1,0,2,Semi-Furnished,New,18.522869,73.932419,4,1,0,1,0,0,1,0,0,0,0,1,0,16530000
Nagpur,Trimurti Nagar,440012,Apartment,1772,1450,3,3,2,2,18,18,3,1,Fully Furnished,Good,21.129041,79.033995,6,1,1,1,1,0,0,0,1,0,0,1,0,13800000
Chennai,Porur,600003,Villa,1524,1320,3,3,4,1,0,2,8,2,Semi-Furnished,Good,13.040285,80.152098,2,0,0,0,0,0,0,0,1,0,0,0,1,12720000
Hyderabad,Jubilee Hills,500020,Apartment,1393,1174,3,3,3,1,7,28,1,0,Unfurnished,New,17.441282,78.411649,7,0,1,1,0,0,0,1,1,1,1,1,0,25800000
Mumbai,Thane West,400029,Apartment,1081,945,2,2,3,0,1,14,12,1,Semi-Furnished,Needs Renovation,19.195512,72.98729,8,0,1,1,1,0,1,1,1,1,0,1,0,10970000
Hyderabad,Miyapur,500017,Independent House,888,776,2,2,2,2,0,1,8,1,Semi-Furnished,Good,17.487843,78.351043,8,1,1,1,0,0,1,1,0,1,0,1,1,6950000
Pune,Aundh,411027,Apartment,870,711,2,2,2,3,12,14,2,1,Unfurnished,New,18.565372,73.808325,7,1,0,1,0,0,0,0,1,1,1,1,1,11870000
Hyderabad,Jubilee Hills,500034,Plot,3091,3091,0,0,0,0,0,0,0,0,Unfurnished,Average,17.432515,78.397036,1,0,0,0,0,0,0,0,0,0,0,1,0,44260000
Bengaluru,Bellandur,560011,Villa,865,686,2,2,2,0,0,2,0,0,Unfurnished,Good,12.913547,77.672775,4,0,0,0,1,0,0,0,1,1,0,1,0,11770000
Bengaluru,Hebbal,560034,Apartment,1095,882,2,2,2,2,4,4,5,1,Fully Furnished,Average,13.033011,77.594206,7,1,1,1,0,0,0,0,1,1,0,1,1,11150000
Delhi NCR,Indirapuram (Ghaziabad),110042,Villa,1923,1534,3,3,2,0,0,3,12,1,Semi-Furnished,Good,28.643055,77.37844,8,1,1,0,1,0,0,1,1,1,1,0,1,17890000
Kolkata,Rajarhat,700003,Apartment,990,865,2,2,1,0,21,35,25,2,Semi-Furnished,Good,22.617928,88.488429,7,0,1,1,0,0,0,0,1,1,1,1,1,5280000
Delhi NCR,Sohna Road (Gurugram),110042,Apartment,943,811,2,2,2,1,16,18,5,2,Fully Furnished,Good,28.400821,77.042416,11,1,1,1,1,0,1,1,1,1,1,1,1,10640000
Pune,Kothrud,411008,Apartment,3153,2657,5,5,5,2,34,35,3,1,Semi-Furnished,Average,18.508029,73.791714,9,1,1,1,0,0,0,1,1,1,1,1,1,41240000
Bengaluru,JP Nagar,560040,Independent House,1009,798,2,2,1,0,0,1,5,1,Unfurnished,Good,12.914284,77.56253,5,1,0,1,0,0,0,0,1,0,0,1,1,12080000
Mumbai,Andheri West,400046,Apartment,565,477,1,1,2,1,2,4,2,1,Semi-Furnished,Good,19.145165,72.819381,6,1,1,1,0,0,0,0,0,1,1,1,0,15290000
Kolkata,Jadavpur,700005,Apartment,769,647,2,2,2,2,27,28,8,1,Semi-Furnished,Good,22.49301,88.386312,7,1,1,1,1,0,0,0,0,1,1,1,0,5680000
Pune,Baner,411024,Apartment,1454,1205,3,3,4,3,2,18,2,1,Semi-Furnished,New,18.565961,73.790765,9,0,1,1,1,1,1,1,0,1,1,1,0,17350000
Pune,Hadapsar,411041,Apartment,1012,812,2,2,2,3,15,22,1,2,Semi-Furnished,New,18.528127,73.925439,6,0,1,1,1,0,0,0,1,1,0,1,0,9840000
Mumbai,Andheri West,400033,Apartment,1129,970,2,2,2,2,7,35,18,1,Unfurnished,Average,19.145144,72.837196,6,0,1,1,0,1,0,0,0,1,1,1,0,22090000
Mumbai,Powai,400015,Independent House,1111,963,3,3,3,2,0,3,3,0,Unfurnished,Average,19.130667,72.896829,3,0,0,0,0,0,0,0,1,0,0,1,1,25420000
Chennai,OMR (Thoraipakkam),600035,Independent House,1209,1021,3,3,4,1,0,1,1,0,Fully Furnished,New,12.942487,80.23963,6,1,0,1,0,0,0,1,1,0,1,0,1,13110000
Pune,Wakad,411035,Apartment,1022,842,2,2,3,3,1,22,8,1,Semi-Furnished,New,18.61161,73.772428,6,1,1,1,0,0,1,0,1,1,0,0,0,8890000
Kolkata,Alipore,700026,Apartment,1642,1416,3,3,3,2,1,22,12,1,Unfurnished,Average,22.540516,88.320179,7,1,0,1,0,1,1,0,1,1,0,1,0,23760000
Hyderabad,Jubilee Hills,500030,Apartment,1576,1282,3,3,3,1,17,18,3,0,Fully Furnished,Good,17.429519,78.418306,9,1,1,1,1,1,0,0,1,1,1,1,0,33060000
Mumbai,Bandra West,400015,Apartment,3272,2770,5,5,5,2,10,18,8,1,Unfurnished,Good,19.058215,72.829625,11,1,1,1,1,0,1,1,1,1,1,1,1,136260000
Pune,Kharadi,411009,Apartment,703,618,2,2,3,2,28,35,5,2,Semi-Furnished,Good,18.564356,73.928324,7,1,1,1,0,0,0,0,1,1,1,1,0,7120000
Bengaluru,Sarjapur Road,560038,Apartment,581,474,2,2,2,1,2,10,25,1,Semi-Furnished,Average,12.905188,77.674415,8,1,1,1,0,0,1,0,1,1,1,0,1,4020000
Pune,Aundh,411012,Villa,1654,1416,3,3,4,0,0,1,3,1,Semi-Furnished,Good,18.557095,73.826719,3,0,1,0,0,0,1,0,1,0,0,0,0,27990000
Hyderabad,Uppal,500030,Apartment,1318,1101,3,3,3,0,6,7,0,1,Semi-Furnished,New,17.381805,78.578528,9,1,1,1,0,1,0,1,1,1,1,1,0,8610000
